TM_KEY_MTH,TM_KEY_WK,CENTER,METRIC_GRP,COMP_CD,PRODUCT_GRP,METRIC_CD,METRIC_NAME,DIMENSION_KPI_FLAG,BG_FLAG,AGG_TYPE,RR_IND,GRY_IND,UOM,PERIOD,ACTUAL_AGG,TARGET_AGG,PPN_TM
202303,2023010,New S-Curve,Active Users,TRUE,TDG,TNSC00013,% TrueID on TrueMove H,Y,N,N,0,GYR,%,M,33.59,45.0,2023-05-31 13:48:22
202304,2023014,New S-Curve,Active Users,TRUE,TDG,TNSC00013,% TrueID on TrueMove H,Y,N,N,0,GYR,%,M,33.37,49.0,2023-05-31 13:48:22
202304,2023015,New S-Curve,Active Users,TRUE,TDG,TNSC00013,% TrueID on TrueMove H,Y,N,N,0,GYR,%,M,32.82,49.0,2023-05-31 13:48:22
202304,2023016,New S-Curve,Active Users,TRUE,TDG,TNSC00013,% TrueID on TrueMove H,Y,N,N,0,GYR,%,M,32.82,49.0,2023-05-31 13:48:22
202305,2023019,New S-Curve,Active Users,TRUE,TDG,TNSC00013,% TrueID on TrueMove H,Y,N,N,0,GYR,%,M,33.9,53.0,2023-05-31 13:48:22
202304,2023017,Customer Service Experience & Retention,Experience,TRUE,TOL,TSER32602,24hr Fixed,N,N,N,0,GYR,%,M,96.59,95.0,2023-05-31 13:48:22
202304,2023015,Network Experience,Network,TRUE,Mobile,TNEC10001,5G Leadership : TMH,N,N,A,0,GYR,score,M,2.37,3.0,2023-05-31 13:48:22
202305,2023018,Network Experience,Network,TRUE,Mobile,TNEC10001,5G Leadership : TMH,N,N,A,0,GYR,score,M,,,2023-05-31 13:48:22
202304,2023014,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02401,Abandoned Call Rate : DTAC,N,N,N,0,RYG,%,M,,,2023-05-31 13:48:22
202304,2023016,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02401,Abandoned Call Rate : DTAC,N,N,N,0,RYG,%,M,,,2023-05-31 13:48:22
202304,2023013,Digitalization,,TRUE,,VIN00021,Broadband Subs Share : 3BB,N,N,N,0,GYR,%,M,27.73,,2023-05-31 13:48:22
202303,2023010,Digitalization,,TRUE,,VIN00024,Broadband Subs Share : CAT,N,N,N,0,GYR,%,M,3.04,,2023-05-31 13:48:22
202303,2023013,Digitalization,,TRUE,,VIN00024,Broadband Subs Share : CAT,N,N,N,0,GYR,%,M,3.04,,2023-05-31 13:48:22
202304,2023014,Digitalization,,TRUE,,VIN00024,Broadband Subs Share : CAT,N,N,N,0,GYR,%,M,3.07,,2023-05-31 13:48:22
202304,2023017,Digitalization,,TRUE,,VIN00020,Broadband Subs Share : TOL,N,N,N,0,GYR,%,M,36.55,46.63,2023-05-31 13:48:22
202304,2023015,Digitalization,,TRUE,,VIN00023,Broadband Subs Share : TOT,N,N,N,0,GYR,%,M,13.9,,2023-05-31 13:48:22
202305,2023020,Digitalization,,TRUE,,VIN00023,Broadband Subs Share : TOT,N,N,N,0,GYR,%,M,13.9,,2023-05-31 13:48:22
202303,2023010,Digitalization,,TRUE,,VIN00016,Broadband Value Share : 3BB,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202303,2023011,Digitalization,,TRUE,,VIN00019,Broadband Value Share : CAT,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023014,Digitalization,,TRUE,,VIN00019,Broadband Value Share : CAT,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023014,Digitalization,,TRUE,,VIN00018,Broadband Value Share : TOT,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202305,2023020,Sales & Revenue,Revenue,ALL,Prepaid,B1R000702,CRR : Average MTD Daily Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000702,CRR : Average MTD Daily Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000702,CRR : Average MTD Daily Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Revenue,TRUE,Prepaid,TB1R000702,CRR : Average MTD Daily Revenue : TMH,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023017,Sales & Revenue,Revenue,TRUE,Prepaid,TB1R000702,CRR : Average MTD Daily Revenue : TMH,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023010,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000105,CVG : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000105,CVG : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023015,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000105,CVG : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023017,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000105,CVG : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Sales,TRUE,Postpaid,TB2S000105,CVG : TMH,N,N,S,1,GYR,subs,M,6695.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Sales,ALL,Postpaid,B2S010105,CVG B2C,N,N,S,0,GYR,subs,M,6585.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,ALL,Postpaid,B2S010105,CVG B2C,N,N,S,0,GYR,subs,M,26744.0,,2023-05-31 13:48:22
202305,2023018,Sales & Revenue,Sales,ALL,Postpaid,B2S010105,CVG B2C,N,N,S,0,GYR,subs,M,8339.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Sales,TRUE,Postpaid,TB2S010105,CVG B2C : TMH,N,N,S,0,GYR,subs,M,6585.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Sales,TRUE,Postpaid,TB2S010105,CVG B2C : TMH,N,N,S,0,GYR,subs,M,37325.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,TRUE,Postpaid,TB2S010105,CVG B2C : TMH,N,N,S,0,GYR,subs,M,26744.0,,2023-05-31 13:48:22
202305,2023018,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02501,Call Center CSAT IVR (Top2Boxes) : DTAC,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202305,2023021,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02501,Call Center CSAT IVR (Top2Boxes) : DTAC,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202303,2023011,Sales & Revenue,Subs,DTAC,Postpaid,DB2S020202,Churn (Include M2M) : DTAC,N,N,N,0,RYG,subs,M,,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Subs,TRUE,Postpaid,TB2S020202,Churn (Include M2M) : TMH,N,N,N,0,RYG,subs,M,,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,,TRUE,TVS,TB4R000700,Churn Value,N,N,S,0,RYG,baht,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,,TRUE,TVS,TB4R000700,Churn Value,N,N,S,0,RYG,baht,M,0.0,,2023-05-31 13:48:22
202305,2023018,Network Experience,Network,TRUE,TOL,TNEC20007,Corporate Reliability Index : TOL,N,N,A,0,GYR,score,M,3.0,3.0,2023-05-31 13:48:22
202305,2023018,Digitalization,,TRUE,,VIN00002,Cost & Productivity,N,N,N,0,GYR,score,M,2.76,,2023-05-31 13:48:22
202304,2023016,Digitalization,,TRUE,,VIN00004,Customer Experience,N,N,N,0,GYR,score,M,,,2023-05-31 13:48:22
202305,2023018,Digitalization,Digitalization,TRUE,Corporate,DIS10005,Data Availability,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023017,Digitalization,Digitalization,TRUE,Corporate,DIS10004,Data Management Integrity,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023014,Sales & Revenue,,TRUE,TVS,TB4R000802,Downsell,N,N,A,0,RYG,baht,M,,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,,TRUE,TVS,TB4R000802,Downsell,N,N,A,0,RYG,baht,M,,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023013,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023014,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023015,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Revenue,ALL,Prepaid,B1R000701,FTD : For Today Revenue,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000701,FTD : For Today Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023013,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000701,FTD : For Today Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000701,FTD : For Today Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Revenue,DTAC,Prepaid,DB1R000701,FTD : For Today Revenue : DTAC,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Revenue,TRUE,Prepaid,TB1R000701,FTD : For Today Revenue : TMH,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Revenue,TRUE,Prepaid,TB1R000701,FTD : For Today Revenue : TMH,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Revenue,TRUE,Prepaid,TB1R000701,FTD : For Today Revenue : TMH,N,N,S,1,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023017,Sales & Revenue,,TRUE,TVS,TB4R000904,Football mngt,N,N,A,0,GYR,baht,M,,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,,TRUE,TVS,TB4R000904,Football mngt,N,N,A,0,GYR,baht,M,,,2023-05-31 13:48:22
202304,2023013,Sales & Revenue,Sales,ALL,Postpaid,B2S020101,Gross Add (Exclude M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,ALL,Postpaid,B2S020101,Gross Add (Exclude M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023018,Sales & Revenue,Sales,ALL,Postpaid,B2S020101,Gross Add (Exclude M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Sales,ALL,Postpaid,B2S020101,Gross Add (Exclude M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023013,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020101,Gross Add (Exclude M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023020,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020101,Gross Add (Exclude M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020101,Gross Add (Exclude M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Sales,TRUE,Postpaid,TB2S020101,Gross Add (Exclude M2M) B2B : TMH,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,TRUE,Postpaid,TB2S020101,Gross Add (Exclude M2M) B2B : TMH,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Sales,ALL,Postpaid,B2S020102,Gross Add (Include M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,ALL,Postpaid,B2S020102,Gross Add (Include M2M) B2B,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020102,Gross Add (Include M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020102,Gross Add (Include M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Sales,DTAC,Postpaid,DB2S020102,Gross Add (Include M2M) B2B : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Sales,TRUE,Postpaid,TB2S020102,Gross Add (Include M2M) B2B : TMH,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202303,2023009,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02402,Handled Call Rate : DTAC,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202303,2023012,Customer Service Experience & Retention,Experience,DTAC,All Services,DSER02402,Handled Call Rate : DTAC,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023016,Customer Service Experience & Retention,Experience,TRUE,All Services,TSER02402,Handled Call Rate : TRUE,N,N,N,0,GYR,%,M,95.29,95.0,2023-05-31 13:48:22
202305,2023019,Customer Service Experience & Retention,Experience,TRUE,All Services,TSER02402,Handled Call Rate : TRUE,N,N,N,0,GYR,%,M,95.75,95.0,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Revenue,ALL,Postpaid,B2R000201,Inflow Pack Fee,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023009,Sales & Revenue,Revenue,DTAC,Postpaid,DB2R010201,Inflow Pack Fee : B2C DTAC,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,Revenue,DTAC,Postpaid,DB2R010201,Inflow Pack Fee : B2C DTAC,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Revenue,TRUE,Postpaid,TB2R010201,Inflow Pack Fee : B2C TMH,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Revenue,DTAC,Postpaid,DB2R000201,Inflow Pack Fee : DTAC,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023010,Sales & Revenue,Revenue,TRUE,Postpaid,TB2R000201,Inflow Pack Fee : TMH,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202303,2023011,Sales & Revenue,Revenue,TRUE,Postpaid,TB2R000201,Inflow Pack Fee : TMH,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Revenue,TRUE,Postpaid,TB2R000201,Inflow Pack Fee : TMH,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023014,Sales & Revenue,Revenue,ALL,Postpaid,B2R010201,Inflow Pack Fee B2C,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Revenue,ALL,Postpaid,B2R010201,Inflow Pack Fee B2C,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
202304,2023015,Sales & Revenue,,TRUE,TVS,TB4R000903,Influencer,N,N,A,0,GYR,baht,M,,,2023-05-31 13:48:22
202303,2023013,Digitalization,Innovation,TRUE,Corporate,DIS20001,Innovation Projects,N,N,N,0,GYR,projects,M,,,2023-05-31 13:48:22
202305,2023018,Digitalization,Innovation,TRUE,Corporate,DIS20001,Innovation Projects,N,N,N,0,GYR,projects,M,,,2023-05-31 13:48:22
202305,2023019,Digitalization,Innovation,TRUE,Corporate,DIS20001,Innovation Projects,N,N,N,0,GYR,projects,M,,,2023-05-31 13:48:22
202303,2023010,Network Experience,Network,TRUE,TOL,TNEC20001,Internet Broadband Leadership : TOL,N,N,A,0,GYR,score,M,4.0,3.0,2023-05-31 13:48:22
202303,2023011,Network Experience,Network,TRUE,TOL,TNEC20001,Internet Broadband Leadership : TOL,N,N,A,0,GYR,score,M,4.0,3.0,2023-05-31 13:48:22
202303,2023012,Network Experience,Network,TRUE,TOL,TNEC20001,Internet Broadband Leadership : TOL,N,N,A,0,GYR,score,M,4.0,3.0,2023-05-31 13:48:22
202305,2023020,Network Experience,Network,TRUE,TOL,TNEC20001,Internet Broadband Leadership : TOL,N,N,A,0,GYR,score,M,,,2023-05-31 13:48:22
202303,2023012,Sales & Revenue,,TRUE,TVS,TB4R000703,Involuntary Churn Value,N,N,S,0,RYG,baht,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,,TRUE,TVS,TB4R000703,Involuntary Churn Value,N,N,S,0,RYG,baht,M,0.0,,2023-05-31 13:48:22
202305,2023020,Sales & Revenue,,TRUE,TVS,TB4R000703,Involuntary Churn Value,N,N,S,0,RYG,baht,M,0.0,,2023-05-31 13:48:22
202303,2023012,Digitalization,Digitalization,TRUE,Corporate,DIS10006,Knowledge Management Integrity,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023015,Digitalization,Digitalization,TRUE,Corporate,DIS10006,Knowledge Management Integrity,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202304,2023016,Digitalization,Digitalization,TRUE,Corporate,DIS10006,Knowledge Management Integrity,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202305,2023018,Digitalization,Digitalization,TRUE,Corporate,DIS10006,Knowledge Management Integrity,N,N,N,0,GYR,%,M,,,2023-05-31 13:48:22
202305,2023019,New S-Curve,Active Users,TRUE,TDG,TNSC00011,MAU of TruePoint on TrueID (CRM),Y,N,N,0,GYR,MAU,M,2520921.0,2793067.0,2023-05-31 13:48:22
202305,2023021,New S-Curve,Active Users,TRUE,TDG,TNSC00011,MAU of TruePoint on TrueID (CRM),Y,N,N,0,GYR,MAU,M,2559761.0,2793067.0,2023-05-31 13:48:22
202303,2023010,Sales & Revenue,Sales,ALL,Postpaid,B2S000104,MNP,N,N,S,1,GYR,subs,M,4118.0,,2023-05-31 13:48:22
202303,2023013,Sales & Revenue,Sales,ALL,Postpaid,B2S000104,MNP,N,N,S,1,GYR,subs,M,11921.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,ALL,Postpaid,B2S000104,MNP,N,N,S,1,GYR,subs,M,7886.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Sales,ALL,Postpaid,B2S000104,MNP,N,N,S,1,GYR,subs,M,6133.0,,2023-05-31 13:48:22
202304,2023016,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000104,MNP : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023021,Sales & Revenue,Sales,DTAC,Postpaid,DB2S000104,MNP : DTAC,N,N,S,1,GYR,subs,M,0.0,,2023-05-31 13:48:22
202305,2023019,Sales & Revenue,Sales,TRUE,Postpaid,TB2S000104,MNP : TMH,N,N,S,1,GYR,subs,M,6133.0,,2023-05-31 13:48:22
202303,2023011,Sales & Revenue,Sales,ALL,Postpaid,B2S010104,MNP B2C,N,N,S,0,GYR,subs,M,6338.0,,2023-05-31 13:48:22
202304,2023014,Sales & Revenue,Sales,ALL,Postpaid,B2S010104,MNP B2C,N,N,S,0,GYR,subs,M,2362.0,,2023-05-31 13:48:22
202305,2023018,Sales & Revenue,Sales,ALL,Postpaid,B2S010104,MNP B2C,N,N,S,0,GYR,subs,M,2087.0,,2023-05-31 13:48:22
202305,2023018,Sales & Revenue,Sales,TRUE,Postpaid,TB2S010104,MNP B2C : TMH,N,N,S,0,GYR,subs,M,2087.0,,2023-05-31 13:48:22
202304,2023017,Sales & Revenue,Revenue,ALL,Postpaid,B2R000202,Main Pack Fee,N,N,S,0,GYR,baht,M,0.0,,2023-05-31 13:48:22
