TM_KEY_DAY,TM_KEY_WK,TM_KEY_MTH,TM_KEY_QTR,TM_KEY_YR,DAY_DESC,MONTH_DESC,QUARTER_DESC,CENTER,METRIC_GRP,COMP_CD,PRODUCT_GRP,METRIC_CD,METRIC_NAME,DIMENSION_KPI_FLAG,BG_FLAG,AGG_TYPE,RR_IND,GRY_IND,UOM,PERIOD,ACTUAL_SNAP,ACTUAL_AGG,TARGET_SNAP,TARGET_AGG,PPN_TM
20230615,2023024,202306,20232,2023,Thursday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,116237416.65153876,1829449781.7934926,120454061.0143033,1838175455.0123425,2023-07-03 21:59:11
20230616,2023024,202306,20232,2023,Friday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,119143319.88892667,1948593101.6824193,122378301.9128503,1960553756.9251928,2023-07-03 21:59:11
20230617,2023024,202306,20232,2023,Saturday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,114527333.48560904,2063120435.1680284,120839202.5663123,2081392959.4915051,2023-07-03 21:59:11
20230618,2023024,202306,20232,2023,Sunday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,109927183.3835341,2173047618.5515623,118850567.62876031,2200243527.1202655,2023-07-03 21:59:11
20230619,2023025,202306,20232,2023,Monday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,116616236.09376135,2289663854.6453238,118919636.8606403,2319163163.9809055,2023-07-03 21:59:11
20230620,2023025,202306,20232,2023,Tuesday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,119430823.0912699,2409094677.7365937,121641952.3123753,2440805116.293281,2023-07-03 21:59:11
20230621,2023025,202306,20232,2023,Wednesday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,117750165.07066023,2526844842.807254,119747288.0370053,2560552404.3302865,2023-07-03 21:59:11
20230622,2023025,202306,20232,2023,Thursday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,115078894.93040572,2641923737.7376595,119444446.4885413,2679996850.8188276,2023-07-03 21:59:11
20230623,2023025,202306,20232,2023,Friday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,117927480.24428815,2759851217.981948,120556922.0338493,2800553772.852677,2023-07-03 21:59:11
20230624,2023025,202306,20232,2023,Saturday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,116239005.2252284,2876090223.207176,117879326.4631183,2918433099.3157954,2023-07-03 21:59:11
20230625,2023025,202306,20232,2023,Sunday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,114710029.33471042,2990800252.5418863,118081189.8524323,3036514289.1682277,2023-07-03 21:59:11
20230626,2023026,202306,20232,2023,Monday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,120102390.65111542,3110902643.1930017,117845705.3925173,3154359994.560745,2023-07-03 21:59:11
20230627,2023026,202306,20232,2023,Tuesday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,122106280.74796043,3233008923.9409623,121392189.5887063,3275752184.1494513,2023-07-03 21:59:11
20230628,2023026,202306,20232,2023,Wednesday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,124767171.98139454,3357776095.922357,121240375.8037273,3396992559.9531784,2023-07-03 21:59:11
20230629,2023026,202306,20232,2023,Thursday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,120872869.79687464,3478648965.7192316,122079677.7727983,3519072237.725977,2023-07-03 21:59:11
20230630,2023026,202306,20232,2023,Friday,June,Quarter 2,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,86691401.24583934,3565340366.9650707,130925516.6306363,3649997754.356613,2023-07-03 21:59:11
20230701,2023026,202307,20233,2023,Saturday,July,Quarter 3,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,,,,,2023-07-03 21:59:11
20230702,2023026,202307,20233,2023,Sunday,July,Quarter 3,Sales & Revenue,Revenue,ALL,Prepaid,B1R000100,Prepaid Revenue,Y,Y,S,1,GYR,baht,M,,,,,2023-07-03 21:59:11
20230301,2023009,202303,20231,2023,Wednesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230302,2023009,202303,20231,2023,Thursday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230303,2023009,202303,20231,2023,Friday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230304,2023009,202303,20231,2023,Saturday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230305,2023009,202303,20231,2023,Sunday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230306,2023010,202303,20231,2023,Monday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,573737201.2,573737201.2,522000000.0,522000000.0,2023-07-03 21:59:11
20230307,2023010,202303,20231,2023,Tuesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230308,2023010,202303,20231,2023,Wednesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230309,2023010,202303,20231,2023,Thursday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230310,2023010,202303,20231,2023,Friday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230311,2023010,202303,20231,2023,Saturday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230312,2023010,202303,20231,2023,Sunday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230313,2023011,202303,20231,2023,Monday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,573737201.2,573737201.2,522000000.0,522000000.0,2023-07-03 21:59:11
20230314,2023011,202303,20231,2023,Tuesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230315,2023011,202303,20231,2023,Wednesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230316,2023011,202303,20231,2023,Thursday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230317,2023011,202303,20231,2023,Friday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230318,2023011,202303,20231,2023,Saturday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230319,2023011,202303,20231,2023,Sunday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230320,2023012,202303,20231,2023,Monday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,573737201.2,573737201.2,522000000.0,522000000.0,2023-07-03 21:59:11
20230321,2023012,202303,20231,2023,Tuesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230322,2023012,202303,20231,2023,Wednesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230323,2023012,202303,20231,2023,Thursday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230324,2023012,202303,20231,2023,Friday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230325,2023012,202303,20231,2023,Saturday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230326,2023012,202303,20231,2023,Sunday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230327,2023013,202303,20231,2023,Monday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,573737201.2,573737201.2,522000000.0,522000000.0,2023-07-03 21:59:11
20230328,2023013,202303,20231,2023,Tuesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230329,2023013,202303,20231,2023,Wednesday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230330,2023013,202303,20231,2023,Thursday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230331,2023013,202303,20231,2023,Friday,March,Quarter 1,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,573737201.2,,522000000.0,2023-07-03 21:59:11
20230401,2023013,202304,20232,2023,Saturday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230402,2023013,202304,20232,2023,Sunday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230403,2023014,202304,20232,2023,Monday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,521366175.8,521366175.8,535000000.0,535000000.0,2023-07-03 21:59:11
20230404,2023014,202304,20232,2023,Tuesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230405,2023014,202304,20232,2023,Wednesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230406,2023014,202304,20232,2023,Thursday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230407,2023014,202304,20232,2023,Friday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230408,2023014,202304,20232,2023,Saturday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230409,2023014,202304,20232,2023,Sunday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230410,2023015,202304,20232,2023,Monday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,521366175.8,521366175.8,535000000.0,535000000.0,2023-07-03 21:59:11
20230411,2023015,202304,20232,2023,Tuesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230412,2023015,202304,20232,2023,Wednesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230413,2023015,202304,20232,2023,Thursday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230414,2023015,202304,20232,2023,Friday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230415,2023015,202304,20232,2023,Saturday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230416,2023015,202304,20232,2023,Sunday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230417,2023016,202304,20232,2023,Monday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,521366175.8,521366175.8,535000000.0,535000000.0,2023-07-03 21:59:11
20230418,2023016,202304,20232,2023,Tuesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230419,2023016,202304,20232,2023,Wednesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230420,2023016,202304,20232,2023,Thursday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230421,2023016,202304,20232,2023,Friday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230422,2023016,202304,20232,2023,Saturday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230423,2023016,202304,20232,2023,Sunday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230424,2023017,202304,20232,2023,Monday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,521366175.8,521366175.8,535000000.0,535000000.0,2023-07-03 21:59:11
20230425,2023017,202304,20232,2023,Tuesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230426,2023017,202304,20232,2023,Wednesday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230427,2023017,202304,20232,2023,Thursday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230428,2023017,202304,20232,2023,Friday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230429,2023017,202304,20232,2023,Saturday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230430,2023017,202304,20232,2023,Sunday,April,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,521366175.8,,535000000.0,2023-07-03 21:59:11
20230501,2023018,202305,20232,2023,Monday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,500694938.2,500694938.2,503000000.0,503000000.0,2023-07-03 21:59:11
20230502,2023018,202305,20232,2023,Tuesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230503,2023018,202305,20232,2023,Wednesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230504,2023018,202305,20232,2023,Thursday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230505,2023018,202305,20232,2023,Friday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230506,2023018,202305,20232,2023,Saturday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230507,2023018,202305,20232,2023,Sunday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230508,2023019,202305,20232,2023,Monday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,500694938.2,500694938.2,503000000.0,503000000.0,2023-07-03 21:59:11
20230509,2023019,202305,20232,2023,Tuesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230510,2023019,202305,20232,2023,Wednesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230511,2023019,202305,20232,2023,Thursday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230512,2023019,202305,20232,2023,Friday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230513,2023019,202305,20232,2023,Saturday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230514,2023019,202305,20232,2023,Sunday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230515,2023020,202305,20232,2023,Monday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,500694938.2,500694938.2,503000000.0,503000000.0,2023-07-03 21:59:11
20230516,2023020,202305,20232,2023,Tuesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230517,2023020,202305,20232,2023,Wednesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230518,2023020,202305,20232,2023,Thursday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230519,2023020,202305,20232,2023,Friday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230520,2023020,202305,20232,2023,Saturday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230521,2023020,202305,20232,2023,Sunday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230522,2023021,202305,20232,2023,Monday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,500694938.2,500694938.2,503000000.0,503000000.0,2023-07-03 21:59:11
20230523,2023021,202305,20232,2023,Tuesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230524,2023021,202305,20232,2023,Wednesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230525,2023021,202305,20232,2023,Thursday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230526,2023021,202305,20232,2023,Friday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230527,2023021,202305,20232,2023,Saturday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230528,2023021,202305,20232,2023,Sunday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230529,2023022,202305,20232,2023,Monday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,500694938.2,500694938.2,503000000.0,503000000.0,2023-07-03 21:59:11
20230530,2023022,202305,20232,2023,Tuesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230531,2023022,202305,20232,2023,Wednesday,May,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,500694938.2,,503000000.0,2023-07-03 21:59:11
20230601,2023022,202306,20232,2023,Thursday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230602,2023022,202306,20232,2023,Friday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230603,2023022,202306,20232,2023,Saturday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230604,2023022,202306,20232,2023,Sunday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
