System,Metric,Category,Area_type,TMH & DTAC-MB MKS,AIS-MB MKS,Total Market Size,PROVINCE_ENG,DISTRICT_EN
Android,Device,"$1,000 or more",District,47.95,52.05,5900,Nong Bua Lam Phu,Si Bun Rueang
Android,Device,"$1,000 or more",District,62.26,37.74,5900,Ubon Ratchathani,Khemarat
iOS,Device,"$1,000 or more",District,51.02,48.98,5900,Phetchabun,Si Thep
iOS,Device,"$1,000 or more",District,45.01,54.99,5900,Uthai Thani,Nong Chang
iOS,Device,"$1,000 or more",District,41.31,58.69,5900,Ang Thong,Pho Thong
iOS,Device,"$1,000 or more",District,65.98,34.02,5900,Sukhothai,Khiri Mat
iOS,Device,"$1,000 or more",District,45.67,54.32,5900,Nong Bua Lam Phu,Si Bun Rueang
iOS,Device,"$1,000 or more",District,59.02,40.98,5900,Ubon Ratchathani,Khemarat
All OS,Device,"$1,000 or more",District,66.04,33.97,6000,Khon Kaen,Nong Ruea
All OS,Device,"$1,000 or more",District,44.37,55.63,6000,Saraburi,Wihan Daeng
All OS,Device,"$1,000 or more",District,43.95,56.05,6000,Nakhon Sawan,Phayuha Khiri
All OS,Device,"$1,000 or more",District,42.89,57.12,6000,Saraburi,Muak Lek
All OS,Device,"$1,000 or more",District,56.38,43.62,6000,Chiang Rai,Chiang Khong
All OS,Device,"$1,000 or more",District,25.67,74.32,6000,Yala,Bang Sata
Android,Device,"$1,000 or more",District,63.94,36.07,6000,Khon Kaen,Nong Ruea
Android,Device,"$1,000 or more",District,34.25,65.75,6000,Saraburi,Wihan Daeng
Android,Device,"$1,000 or more",District,24.24,75.76,6000,Nakhon Sawan,Phayuha Khiri
Android,Device,"$1,000 or more",District,35.13,64.86,6000,Saraburi,Muak Lek
Android,Device,"$1,000 or more",District,61.18,38.82,6000,Chiang Rai,Chiang Khong
Android,Device,"$1,000 or more",District,0,100,6000,Yala,Bang Sata
iOS,Device,"$1,000 or more",District,65.97,34.03,6000,Khon Kaen,Nong Ruea
iOS,Device,"$1,000 or more",District,43.86,56.14,6000,Saraburi,Wihan Daeng
iOS,Device,"$1,000 or more",District,45.52,54.48,6000,Nakhon Sawan,Phayuha Khiri
iOS,Device,"$1,000 or more",District,44.87,55.13,6000,Saraburi,Muak Lek
iOS,Device,"$1,000 or more",District,53.78,46.22,6000,Chiang Rai,Chiang Khong
iOS,Device,"$1,000 or more",District,24.96,75.04,6000,Yala,Bang Sata
All OS,Device,"$1,000 or more",District,30.03,69.97,6100,Pattani,Khok Pho
All OS,Device,"$1,000 or more",District,38.71,61.3,6100,Tak,Phop Phra
All OS,Device,"$1,000 or more",District,61.49,38.51,6100,Chiang Rai,Chiang Saen
All OS,Device,"$1,000 or more",District,44.48,55.52,6100,Nakhon Ratchasima,Bua Yai
All OS,Device,"$1,000 or more",District,47.12,52.89,6100,Chon Buri,Bo Thong
All OS,Device,"$1,000 or more",District,46.65,53.35,6100,Sakon Nakhon,Phang Khon
All OS,Device,"$1,000 or more",District,39.63,60.37,6100,Nakhon Ratchasima,Khon Buri
All OS,Device,"$1,000 or more",District,47.04,52.96,6100,Uttaradit,Laplae
All OS,Device,"$1,000 or more",District,55.38,44.62,6100,Buri Ram,Krasang
Android,Device,"$1,000 or more",District,28.57,71.43,6100,Pattani,Khok Pho
Android,Device,"$1,000 or more",District,38.46,61.54,6100,Tak,Phop Phra
Android,Device,"$1,000 or more",District,61.25,38.75,6100,Chiang Rai,Chiang Saen
Android,Device,"$1,000 or more",District,57.89,42.11,6100,Nakhon Ratchasima,Bua Yai
Android,Device,"$1,000 or more",District,54.65,45.35,6100,Chon Buri,Bo Thong
Android,Device,"$1,000 or more",District,44.87,55.13,6100,Sakon Nakhon,Phang Khon
Android,Device,"$1,000 or more",District,39.34,60.66,6100,Nakhon Ratchasima,Khon Buri
Android,Device,"$1,000 or more",District,59.42,40.58,6100,Uttaradit,Laplae
Android,Device,"$1,000 or more",District,50,50,6100,Buri Ram,Krasang
iOS,Device,"$1,000 or more",District,27.99,72.01,6100,Pattani,Khok Pho
iOS,Device,"$1,000 or more",District,38.14,61.86,6100,Tak,Phop Phra
iOS,Device,"$1,000 or more",District,60.51,39.49,6100,Chiang Rai,Chiang Saen
iOS,Device,"$1,000 or more",District,44.58,55.42,6100,Nakhon Ratchasima,Bua Yai
iOS,Device,"$1,000 or more",District,44.7,55.3,6100,Chon Buri,Bo Thong
iOS,Device,"$1,000 or more",District,45.54,54.46,6100,Sakon Nakhon,Phang Khon
iOS,Device,"$1,000 or more",District,38.84,61.16,6100,Nakhon Ratchasima,Khon Buri
iOS,Device,"$1,000 or more",District,46.41,53.59,6100,Uttaradit,Laplae
iOS,Device,"$1,000 or more",District,54.38,45.62,6100,Buri Ram,Krasang
All OS,Device,"$1,000 or more",District,47,53,6200,Surin,Tha Tum
All OS,Device,"$1,000 or more",District,39.1,60.9,6200,Lop Buri,Khok Samrong
Android,Device,"$1,000 or more",District,52.31,47.69,6200,Surin,Tha Tum
Android,Device,"$1,000 or more",District,45.68,54.32,6200,Lop Buri,Khok Samrong
iOS,Device,"$1,000 or more",District,44.39,55.61,6200,Surin,Tha Tum
iOS,Device,"$1,000 or more",District,38.85,61.15,6200,Lop Buri,Khok Samrong
All OS,Device,"$1,000 or more",District,51,49,6300,Samut Songkhram,Amphawa
All OS,Device,"$1,000 or more",District,48.71,51.29,6300,Suphan Buri,Bang Pla Ma
All OS,Device,"$1,000 or more",District,51.12,48.89,6300,Surin,Sangkha
All OS,Device,"$1,000 or more",District,51.61,48.39,6300,Chiang Rai,Thoeng
Android,Device,"$1,000 or more",District,40.7,59.3,6300,Samut Songkhram,Amphawa
Android,Device,"$1,000 or more",District,32.86,67.14,6300,Suphan Buri,Bang Pla Ma
Android,Device,"$1,000 or more",District,60.28,39.73,6300,Surin,Sangkha
Android,Device,"$1,000 or more",District,52.08,47.92,6300,Chiang Rai,Thoeng
iOS,Device,"$1,000 or more",District,49.73,50.27,6300,Samut Songkhram,Amphawa
iOS,Device,"$1,000 or more",District,47.62,52.37,6300,Suphan Buri,Bang Pla Ma
iOS,Device,"$1,000 or more",District,50.25,49.75,6300,Surin,Sangkha
iOS,Device,"$1,000 or more",District,49.65,50.35,6300,Chiang Rai,Thoeng
All OS,Device,"$1,000 or more",District,58.55,41.45,6400,Kalasin,Kuchinarai
All OS,Device,"$1,000 or more",District,38.34,61.66,6400,Saraburi,Ban Mo
All OS,Device,"$1,000 or more",District,44.33,55.67,6400,Phra Nakhon Si Ayutthaya,Bang Pahan
All OS,Device,"$1,000 or more",District,50.23,49.77,6400,Khon Kaen,Nam Phong
All OS,Device,"$1,000 or more",District,31.1,68.9,6400,Kanchanaburi,Phanom Thuan
Android,Device,"$1,000 or more",District,53.06,46.94,6400,Kalasin,Kuchinarai
Android,Device,"$1,000 or more",District,15.63,84.38,6400,Saraburi,Ban Mo
Android,Device,"$1,000 or more",District,45.21,54.79,6400,Phra Nakhon Si Ayutthaya,Bang Pahan
Android,Device,"$1,000 or more",District,45.76,54.24,6400,Khon Kaen,Nam Phong
Android,Device,"$1,000 or more",District,26.47,73.53,6400,Kanchanaburi,Phanom Thuan
iOS,Device,"$1,000 or more",District,56.65,43.35,6400,Kalasin,Kuchinarai
iOS,Device,"$1,000 or more",District,39.24,60.76,6400,Saraburi,Ban Mo
iOS,Device,"$1,000 or more",District,42.93,57.07,6400,Phra Nakhon Si Ayutthaya,Bang Pahan
iOS,Device,"$1,000 or more",District,51.04,48.97,6400,Khon Kaen,Nam Phong
iOS,Device,"$1,000 or more",District,31.95,68.05,6400,Kanchanaburi,Phanom Thuan
All OS,Device,"$1,000 or more",District,47.34,52.65,6500,Surin,Sikhoraphum
All OS,Device,"$1,000 or more",District,34.93,65.07,6500,Songkhla,Na Thawi
All OS,Device,"$1,000 or more",District,50.3,49.7,6500,Phetchaburi,Ban Lat
All OS,Device,"$1,000 or more",District,42.45,57.55,6500,Chachoengsao,Sanam Chai Khet
All OS,Device,"$1,000 or more",District,51.75,48.25,6500,Maha Sarakham,Borabue
Android,Device,"$1,000 or more",District,62.69,37.31,6500,Surin,Sikhoraphum
Android,Device,"$1,000 or more",District,28.26,71.74,6500,Songkhla,Na Thawi
Android,Device,"$1,000 or more",District,25.58,74.42,6500,Phetchaburi,Ban Lat
Android,Device,"$1,000 or more",District,34.78,65.22,6500,Chachoengsao,Sanam Chai Khet
Android,Device,"$1,000 or more",District,40.32,59.68,6500,Maha Sarakham,Borabue
iOS,Device,"$1,000 or more",District,46.56,53.44,6500,Surin,Sikhoraphum
iOS,Device,"$1,000 or more",District,34.44,65.56,6500,Songkhla,Na Thawi
iOS,Device,"$1,000 or more",District,50.72,49.28,6500,Phetchaburi,Ban Lat
iOS,Device,"$1,000 or more",District,39.81,60.19,6500,Chachoengsao,Sanam Chai Khet
iOS,Device,"$1,000 or more",District,52.44,47.56,6500,Maha Sarakham,Borabue
All OS,Device,"$1,000 or more",District,41.7,58.3,6600,Phatthalung,Khuan Khanun
All OS,Device,"$1,000 or more",District,37.84,62.16,6600,Suphan Buri,Doem Bang g Buat
All OS,Device,"$1,000 or more",District,56.97,43.03,6600,Phitsanulok,Nakhon Thai
Android,Device,"$1,000 or more",District,29.41,70.59,6600,Phatthalung,Khuan Khanun
Android,Device,"$1,000 or more",District,34.78,65.22,6600,Suphan Buri,Doem Bang g Buat
Android,Device,"$1,000 or more",District,65.22,34.78,6600,Phitsanulok,Nakhon Thai
iOS,Device,"$1,000 or more",District,41.9,58.1,6600,Phatthalung,Khuan Khanun
iOS,Device,"$1,000 or more",District,35.85,64.15,6600,Suphan Buri,Doem Bang g Buat
iOS,Device,"$1,000 or more",District,54.76,45.24,6600,Phitsanulok,Nakhon Thai
All OS,Device,"$1,000 or more",District,51.45,48.55,6700,Chiang Rai,Mae Suai
All OS,Device,"$1,000 or more",District,37.93,62.06,6700,Krabi,Ao Luek
All OS,Device,"$1,000 or more",District,53.9,46.1,6700,Si Sa Ket,Uthumphon Phisai
All OS,Device,"$1,000 or more",District,43.9,56.1,6700,Nakhon Si Thammarat,Ron Phibun
All OS,Device,"$1,000 or more",District,33.42,66.57,6700,Ratchaburi,Chom Bueng
Android,Device,"$1,000 or more",District,29.55,70.45,6700,Chiang Rai,Mae Suai
Android,Device,"$1,000 or more",District,0,100,6700,Krabi,Ao Luek
Android,Device,"$1,000 or more",District,50,50,6700,Si Sa Ket,Uthumphon Phisai
Android,Device,"$1,000 or more",District,53.97,46.03,6700,Nakhon Si Thammarat,Ron Phibun
Android,Device,"$1,000 or more",District,25.81,74.19,6700,Ratchaburi,Chom Bueng
iOS,Device,"$1,000 or more",District,51.19,48.81,6700,Chiang Rai,Mae Suai
iOS,Device,"$1,000 or more",District,36.87,63.12,6700,Krabi,Ao Luek
iOS,Device,"$1,000 or more",District,54.49,45.51,6700,Si Sa Ket,Uthumphon Phisai
iOS,Device,"$1,000 or more",District,45.82,54.18,6700,Nakhon Si Thammarat,Ron Phibun
iOS,Device,"$1,000 or more",District,35.12,64.87,6700,Ratchaburi,Chom Bueng
All OS,Device,"$1,000 or more",District,61.43,38.57,6800,Phichit,Taphan Hin
Android,Device,"$1,000 or more",District,59.09,40.91,6800,Phichit,Taphan Hin
iOS,Device,"$1,000 or more",District,64.17,35.83,6800,Phichit,Taphan Hin
All OS,Device,"$1,000 or more",District,40.52,59.48,6900,Udon Thani,Phen
All OS,Device,"$1,000 or more",District,56.1,43.9,6900,Nong Khai,Tha Bo
All OS,Device,"$1,000 or more",District,65.4,34.6,6900,Satun,La-ngu
All OS,Device,"$1,000 or more",District,36.55,63.45,6900,Chanthaburi,Makham
All OS,Device,"$1,000 or more",District,49.43,50.57,6900,Chaiyaphum,Kaeng Khro
Android,Device,"$1,000 or more",District,30.36,69.64,6900,Udon Thani,Phen
Android,Device,"$1,000 or more",District,58.58,41.43,6900,Nong Khai,Tha Bo
Android,Device,"$1,000 or more",District,44.19,55.81,6900,Satun,La-ngu
Android,Device,"$1,000 or more",District,35.53,64.47,6900,Chanthaburi,Makham
Android,Device,"$1,000 or more",District,54.39,45.61,6900,Chaiyaphum,Kaeng Khro
iOS,Device,"$1,000 or more",District,39.42,60.58,6900,Udon Thani,Phen
iOS,Device,"$1,000 or more",District,56.37,43.63,6900,Nong Khai,Tha Bo
iOS,Device,"$1,000 or more",District,65.4,34.6,6900,Satun,La-ngu
iOS,Device,"$1,000 or more",District,36.27,63.74,6900,Chanthaburi,Makham
iOS,Device,"$1,000 or more",District,49.44,50.55,6900,Chaiyaphum,Kaeng Khro
All OS,Device,"$1,000 or more",District,28.85,71.15,7000,Nakhon Si Thammarat,Thung Yai
All OS,Device,"$1,000 or more",District,50.4,49.6,7000,Trang,Kantang
All OS,Device,"$1,000 or more",District,44.87,55.13,7000,Ang Thong,Wiset Chai Chan
All OS,Device,"$1,000 or more",District,51.95,48.05,7000,Satun,Khuan Kalong
All OS,Device,"$1,000 or more",District,39.78,60.22,7000,Suphan Buri,Si Prachan
All OS,Device,"$1,000 or more",District,48.08,51.91,7000,Phangnga,Thai Mueang
Android,Device,"$1,000 or more",District,30.56,69.44,7000,Nakhon Si Thammarat,Thung Yai
Android,Device,"$1,000 or more",District,53.97,46.03,7000,Trang,Kantang
Android,Device,"$1,000 or more",District,43.04,56.96,7000,Ang Thong,Wiset Chai Chan
Android,Device,"$1,000 or more",District,46.97,53.03,7000,Satun,Khuan Kalong
Android,Device,"$1,000 or more",District,36.11,63.89,7000,Suphan Buri,Si Prachan
Android,Device,"$1,000 or more",District,60.81,39.19,7000,Phangnga,Thai Mueang
iOS,Device,"$1,000 or more",District,27.88,72.12,7000,Nakhon Si Thammarat,Thung Yai
iOS,Device,"$1,000 or more",District,50.29,49.71,7000,Trang,Kantang
iOS,Device,"$1,000 or more",District,45.38,54.62,7000,Ang Thong,Wiset Chai Chan
iOS,Device,"$1,000 or more",District,51.4,48.6,7000,Satun,Khuan Kalong
iOS,Device,"$1,000 or more",District,40.89,59.11,7000,Suphan Buri,Si Prachan
iOS,Device,"$1,000 or more",District,45.53,54.47,7000,Phangnga,Thai Mueang
All OS,Device,"$1,000 or more",District,41.05,58.95,7100,Bueng Kan,Seka
Android,Device,"$1,000 or more",District,34.48,65.52,7100,Bueng Kan,Seka
iOS,Device,"$1,000 or more",District,40.98,59.01,7100,Bueng Kan,Seka
All OS,Device,"$1,000 or more",District,46.58,53.42,7200,Phangnga,Takua Thung
All OS,Device,"$1,000 or more",District,42.08,57.92,7200,Ratchaburi,Bang Phae
All OS,Device,"$1,000 or more",District,56.85,43.15,7200,Sukhothai,Si Satchanalai
All OS,Device,"$1,000 or more",District,50.65,49.35,7200,Chiang Mai,San Kamphaeng
All OS,Device,"$1,000 or more",District,37.37,62.64,7200,Prachin Buri,Na Di
All OS,Device,"$1,000 or more",District,27.67,72.33,7200,Chanthaburi,Khao Khitchakut
All OS,Device,"$1,000 or more",District,48.76,51.24,7200,Chiang Rai,Wiang Pa Pao
Android,Device,"$1,000 or more",District,52.22,47.78,7200,Phangnga,Takua Thung
Android,Device,"$1,000 or more",District,46.74,53.26,7200,Ratchaburi,Bang Phae
Android,Device,"$1,000 or more",District,36.36,63.64,7200,Sukhothai,Si Satchanalai
Android,Device,"$1,000 or more",District,43.33,56.67,7200,Chiang Mai,San Kamphaeng
Android,Device,"$1,000 or more",District,44.26,55.74,7200,Prachin Buri,Na Di
Android,Device,"$1,000 or more",District,25,75,7200,Chanthaburi,Khao Khitchakut
Android,Device,"$1,000 or more",District,43.21,56.79,7200,Chiang Rai,Wiang Pa Pao
iOS,Device,"$1,000 or more",District,45.64,54.36,7200,Phangnga,Takua Thung
iOS,Device,"$1,000 or more",District,44.08,55.92,7200,Ratchaburi,Bang Phae
iOS,Device,"$1,000 or more",District,58.85,41.15,7200,Sukhothai,Si Satchanalai
iOS,Device,"$1,000 or more",District,50.72,49.28,7200,Chiang Mai,San Kamphaeng
iOS,Device,"$1,000 or more",District,38.26,61.73,7200,Prachin Buri,Na Di
iOS,Device,"$1,000 or more",District,27.32,72.69,7200,Chanthaburi,Khao Khitchakut
iOS,Device,"$1,000 or more",District,51.18,48.82,7200,Chiang Rai,Wiang Pa Pao
All OS,Device,"$1,000 or more",District,41.46,58.55,7300,Udon Thani,Nong Han
All OS,Device,"$1,000 or more",District,48.68,51.32,7300,Phetchaburi,Khao Yoi
All OS,Device,"$1,000 or more",District,55.23,44.77,7300,Phrae,Sung Men
All OS,Device,"$1,000 or more",District,53.33,46.67,7300,Chaiyaphum,Kaset Sombun
All OS,Device,"$1,000 or more",District,50,50,7300,Buri Ram,Lam Plai Mat
Android,Device,"$1,000 or more",District,37.68,62.32,7300,Udon Thani,Nong Han
Android,Device,"$1,000 or more",District,33.33,66.67,7300,Phetchaburi,Khao Yoi
Android,Device,"$1,000 or more",District,61.05,38.95,7300,Phrae,Sung Men
Android,Device,"$1,000 or more",District,46.07,53.93,7300,Chaiyaphum,Kaset Sombun
Android,Device,"$1,000 or more",District,35.9,64.1,7300,Buri Ram,Lam Plai Mat
iOS,Device,"$1,000 or more",District,42.52,57.48,7300,Udon Thani,Nong Han
iOS,Device,"$1,000 or more",District,50.23,49.76,7300,Phetchaburi,Khao Yoi
iOS,Device,"$1,000 or more",District,55.62,44.38,7300,Phrae,Sung Men
iOS,Device,"$1,000 or more",District,54.04,45.96,7300,Chaiyaphum,Kaset Sombun
iOS,Device,"$1,000 or more",District,48.67,51.32,7300,Buri Ram,Lam Plai Mat
All OS,Device,"$1,000 or more",District,45.21,54.8,7400,Sing Buri,In Buri
All OS,Device,"$1,000 or more",District,36.7,63.31,7400,Pattani,Nong Chik
All OS,Device,"$1,000 or more",District,50.84,49.16,7400,Phayao,Dok Khamtai
All OS,Device,"$1,000 or more",District,36.64,63.36,7400,Yala,Betong
All OS,Device,"$1,000 or more",District,55.89,44.11,7400,Kamphaeng Phet,Khanu Woralaksaburi
All OS,Device,"$1,000 or more",District,52.2,47.8,7400,Chiang Mai,Saraphi
Android,Device,"$1,000 or more",District,54.93,45.07,7400,Sing Buri,In Buri
Android,Device,"$1,000 or more",District,47.29,52.7,7400,Pattani,Nong Chik
Android,Device,"$1,000 or more",District,36,64,7400,Phayao,Dok Khamtai
Android,Device,"$1,000 or more",District,27.4,72.6,7400,Yala,Betong
Android,Device,"$1,000 or more",District,48.46,51.55,7400,Kamphaeng Phet,Khanu Woralaksaburi
Android,Device,"$1,000 or more",District,48.39,51.61,7400,Chiang Mai,Saraphi
iOS,Device,"$1,000 or more",District,45.93,54.07,7400,Sing Buri,In Buri
iOS,Device,"$1,000 or more",District,36.32,63.68,7400,Pattani,Nong Chik
iOS,Device,"$1,000 or more",District,52.92,47.08,7400,Phayao,Dok Khamtai
iOS,Device,"$1,000 or more",District,36.73,63.27,7400,Yala,Betong
iOS,Device,"$1,000 or more",District,56.35,43.65,7400,Kamphaeng Phet,Khanu Woralaksaburi
iOS,Device,"$1,000 or more",District,51.52,48.48,7400,Chiang Mai,Saraphi
All OS,Device,"$1,000 or more",District,53.17,46.83,7500,Roi Et,Selaphum
All OS,Device,"$1,000 or more",District,48.07,51.93,7500,Nakhon Phanom,That Phanom
Android,Device,"$1,000 or more",District,58.14,41.86,7500,Roi Et,Selaphum
Android,Device,"$1,000 or more",District,60.38,39.62,7500,Nakhon Phanom,That Phanom
iOS,Device,"$1,000 or more",District,52.41,47.59,7500,Roi Et,Selaphum
iOS,Device,"$1,000 or more",District,46.79,53.21,7500,Nakhon Phanom,That Phanom
All OS,Device,"$1,000 or more",District,63.03,36.97,7600,Kamphaeng Phet,Khlong Khlung
All OS,Device,"$1,000 or more",District,45.7,54.31,7600,Chiang Mai,Mae Taeng
All OS,Device,"$1,000 or more",District,65.28,34.72,7600,Phitsanulok,Phrom Phiram
All OS,Device,"$1,000 or more",District,34.43,65.56,7600,Narathiwat,Ra-ngae
All OS,Device,"$1,000 or more",District,45.6,54.41,7600,Surin,Prasat
All OS,Device,"$1,000 or more",District,39.52,60.48,7600,Chiang Mai,Chiang Dao
Android,Device,"$1,000 or more",District,54.22,45.78,7600,Kamphaeng Phet,Khlong Khlung
Android,Device,"$1,000 or more",District,27.16,72.84,7600,Chiang Mai,Mae Taeng
Android,Device,"$1,000 or more",District,63.73,36.26,7600,Phitsanulok,Phrom Phiram
Android,Device,"$1,000 or more",District,34.21,65.79,7600,Narathiwat,Ra-ngae
Android,Device,"$1,000 or more",District,43.08,56.92,7600,Surin,Prasat
Android,Device,"$1,000 or more",District,46.48,53.52,7600,Chiang Mai,Chiang Dao
iOS,Device,"$1,000 or more",District,64.04,35.96,7600,Kamphaeng Phet,Khlong Khlung
iOS,Device,"$1,000 or more",District,46.35,53.65,7600,Chiang Mai,Mae Taeng
iOS,Device,"$1,000 or more",District,66.18,33.82,7600,Phitsanulok,Phrom Phiram
iOS,Device,"$1,000 or more",District,32.52,67.48,7600,Narathiwat,Ra-ngae
iOS,Device,"$1,000 or more",District,45.42,54.57,7600,Surin,Prasat
iOS,Device,"$1,000 or more",District,39.43,60.57,7600,Chiang Mai,Chiang Dao
All OS,Device,"$1,000 or more",District,43.14,56.86,7700,Prachin Buri,Prachantakham
All OS,Device,"$1,000 or more",District,54.38,45.63,7700,Surat Thani,Ban Na San
All OS,Device,"$1,000 or more",District,53.12,46.89,7700,Buri Ram,Prakhon Chai
All OS,Device,"$1,000 or more",District,52.93,47.07,7700,Maha Sarakham,Wapi Pathum
All OS,Device,"$1,000 or more",District,46.11,53.89,7700,Trang,Huai Yot
All OS,Device,"$1,000 or more",District,54.48,45.52,7700,Yasothon,Loeng Nok Tha
Android,Device,"$1,000 or more",District,31.65,68.35,7700,Prachin Buri,Prachantakham
Android,Device,"$1,000 or more",District,58.33,41.67,7700,Surat Thani,Ban Na San
Android,Device,"$1,000 or more",District,54.32,45.68,7700,Buri Ram,Prakhon Chai
Android,Device,"$1,000 or more",District,42.86,57.14,7700,Maha Sarakham,Wapi Pathum
Android,Device,"$1,000 or more",District,42.03,57.97,7700,Trang,Huai Yot
Android,Device,"$1,000 or more",District,37.93,62.07,7700,Yasothon,Loeng Nok Tha
iOS,Device,"$1,000 or more",District,45.77,54.23,7700,Prachin Buri,Prachantakham
iOS,Device,"$1,000 or more",District,55.18,44.82,7700,Surat Thani,Ban Na San
iOS,Device,"$1,000 or more",District,52.74,47.26,7700,Buri Ram,Prakhon Chai
iOS,Device,"$1,000 or more",District,54.11,45.89,7700,Maha Sarakham,Wapi Pathum
iOS,Device,"$1,000 or more",District,47.03,52.97,7700,Trang,Huai Yot
iOS,Device,"$1,000 or more",District,56.9,43.1,7700,Yasothon,Loeng Nok Tha
All OS,Device,"$1,000 or more",District,36.61,63.4,7800,Suphan Buri,Sam Chuk
All OS,Device,"$1,000 or more",District,56.3,43.71,7800,Songkhla,Bang Klam
All OS,Device,"$1,000 or more",District,60.98,39.02,7800,Phitsanulok,Wang Thong
Android,Device,"$1,000 or more",District,34.78,65.22,7800,Suphan Buri,Sam Chuk
Android,Device,"$1,000 or more",District,61.01,38.98,7800,Songkhla,Bang Klam
Android,Device,"$1,000 or more",District,61.01,38.98,7800,Phitsanulok,Wang Thong
